"","OFNS_DESC","LAW_CAT_CD","BORO_NM","PREM_TYP_DESC","Latitude","Longitude"
"292135","ROBBERY","FELONY","BROOKLYN","STREET",40.66640991,-73.95291768
"308780","FELONY ASSAULT","FELONY","BRONX","STREET",NA,NA
"120209","POSSESSION OF STOLEN PROPERTY","MISDEMEANOR","QUEENS","STREET",40.5746427,-73.85855899
"255687","DANGEROUS DRUGS","MISDEMEANOR","BROOKLYN","STREET",40.68600947,-73.92967234
"257467","GRAND LARCENY","FELONY","QUEENS","STREET",40.5807644,-73.84030112
"55616","CRIMINAL MISCHIEF & RELATED OF","FELONY","QUEENS","STREET",40.69453789,-73.78868764
"296242","PETIT LARCENY","MISDEMEANOR","BROOKLYN","STREET",40.70801299,-73.95436351
"245356","HARRASSMENT 2","VIOLATION","BRONX","STREET",40.88404302,-73.8979673
"249733","FELONY ASSAULT","FELONY","QUEENS","STREET",40.74425155,-73.87309987
"248647","GRAND LARCENY OF MOTOR VEHICLE","FELONY","QUEENS","STREET",40.7207697,-73.73436796
"109290","OFFENSES AGAINST PUBLIC ADMINI","MISDEMEANOR","BROOKLYN","STREET",40.65956039,-73.91301606
"256064","DANGEROUS DRUGS","MISDEMEANOR","QUEENS","STREET",40.70646262,-73.87906533
"223950","ASSAULT 3 & RELATED OFFENSES","MISDEMEANOR","QUEENS","STREET",40.67547195,-73.81369919
"26377","DANGEROUS WEAPONS","MISDEMEANOR","MANHATTAN","STREET",40.85359111,-73.93222793
"2728","ASSAULT 3 & RELATED OFFENSES","MISDEMEANOR","BROOKLYN","STREET",40.64252619,-74.00225353
"111650","ASSAULT 3 & RELATED OFFENSES","MISDEMEANOR","BRONX","STREET",40.84087681,-73.87280713
"129438","GRAND LARCENY","FELONY","BRONX","STREET",40.83862931,-73.92707519
"47023","PETIT LARCENY","MISDEMEANOR","BROOKLYN","STREET",40.61201199,-73.99056139
"37372","INTOXICATED & IMPAIRED DRIVING","MISDEMEANOR","MANHATTAN","STREET",40.7346458,-73.99033113
"3698","ROBBERY","FELONY","QUEENS","STREET",40.70689879,-73.75989474
"95747","PETIT LARCENY","MISDEMEANOR","BRONX","STREET",40.88605551,-73.87875672
"30662","SEX CRIMES","MISDEMEANOR","MANHATTAN","STREET",NA,NA
"81080","FRAUDS","MISDEMEANOR","BRONX","STREET",40.88938274,-73.91296129
"1772","DANGEROUS DRUGS","MISDEMEANOR","BRONX","STREET",40.82227104,-73.91169778
"4377","ROBBERY","FELONY","BROOKLYN","STREET",40.6480384,-73.96666774
"164986","PETIT LARCENY","MISDEMEANOR","STATEN ISLAND","STREET",40.62922991,-74.0802428
"196423","PETIT LARCENY","MISDEMEANOR","BROOKLYN","STREET",40.59979961,-73.93154205
"1136","ROBBERY","FELONY","QUEENS","STREET",40.70824546,-73.76878093
"281001","DANGEROUS DRUGS","MISDEMEANOR","STATEN ISLAND","STREET",40.63696283,-74.11755085
"1702","ASSAULT 3 & RELATED OFFENSES","MISDEMEANOR","MANHATTAN","STREET",40.74223785,-73.99119252
"15056","FELONY ASSAULT","FELONY","QUEENS","STREET",40.74559804,-73.93395458
"160010","PETIT LARCENY","MISDEMEANOR","MANHATTAN","STREET",40.74054946,-73.98720158
"317539","PETIT LARCENY","MISDEMEANOR","QUEENS","STREET",40.70809249,-73.91538017
"125359","ROBBERY","FELONY","QUEENS","STREET",40.70766836,-73.91343661
"89558","MISCELLANEOUS PENAL LAW","FELONY","MANHATTAN","STREET",40.7986333,-73.94162037
"190040","ASSAULT 3 & RELATED OFFENSES","MISDEMEANOR","QUEENS","STREET",40.7517525,-73.8752006
"293140","PETIT LARCENY","MISDEMEANOR","BRONX","STREET",40.83686298,-73.9130553
"234281","DANGEROUS DRUGS","MISDEMEANOR","BRONX","STREET",40.85002755,-73.91069584
"201320","GRAND LARCENY OF MOTOR VEHICLE","FELONY","BROOKLYN","STREET",40.57604959,-73.9900769
"114201","DANGEROUS DRUGS","MISDEMEANOR","BROOKLYN","STREET",40.66475956,-73.89404214
"130318","ROBBERY","FELONY","QUEENS","STREET",40.755007,-73.82593292
"265367","OTHER STATE LAWS (NON PENAL LA","MISDEMEANOR","MANHATTAN","STREET",40.82112661,-73.95445937
"179425","CRIMINAL MISCHIEF & RELATED OF","MISDEMEANOR","QUEENS","STREET",40.74198042,-73.95024795
"10449","DANGEROUS DRUGS","MISDEMEANOR","QUEENS","STREET",40.69896205,-73.79299048
"130577","FELONY ASSAULT","FELONY","MANHATTAN","STREET",40.86680374,-73.9189058
"216678","INTOXICATED & IMPAIRED DRIVING","MISDEMEANOR","BROOKLYN","STREET",40.59832027,-73.96118668
"164079","DANGEROUS WEAPONS","FELONY","BROOKLYN","STREET",40.64798142,-74.01809172
"305762","ASSAULT 3 & RELATED OFFENSES","MISDEMEANOR","MANHATTAN","STREET",40.79591169,-73.94992955
"280173","FELONY ASSAULT","FELONY","BROOKLYN","STREET",40.65794635,-74.00364527
"6325","PETIT LARCENY","MISDEMEANOR","MANHATTAN","STREET",40.75658965,-73.98615534
"42416","ROBBERY","FELONY","MANHATTAN","STREET",40.86441093,-73.92376778
"18662","ASSAULT 3 & RELATED OFFENSES","MISDEMEANOR","BRONX","STREET",40.81650475,-73.90196541
"288683","HARRASSMENT 2","VIOLATION","BROOKLYN","STREET",NA,NA
"311501","OFF. AGNST PUB ORD SENSBLTY &","MISDEMEANOR","BROOKLYN","STREET",40.66191332,-73.89717528
"73681","BURGLAR'S TOOLS","MISDEMEANOR","MANHATTAN","STREET",40.80399896,-73.96031906
"293950","GRAND LARCENY OF MOTOR VEHICLE","FELONY","QUEENS","STREET",40.70064965,-73.80210247
"113629","HARRASSMENT 2","VIOLATION","BROOKLYN","STREET",40.61835578,-73.95697505
"80809","CRIMINAL MISCHIEF & RELATED OF","MISDEMEANOR","QUEENS","STREET",40.69608871,-73.81415367
"175062","ROBBERY","FELONY","QUEENS","STREET",40.74719394,-73.89195856
"107254","CRIMINAL MISCHIEF & RELATED OF","MISDEMEANOR","STATEN ISLAND","STREET",40.61409587,-74.06613431
"109366","ROBBERY","FELONY","BRONX","STREET",40.83451692,-73.91770926
"61329","ROBBERY","FELONY","BROOKLYN","STREET",40.64085316,-74.01842489
"226865","VEHICLE AND TRAFFIC LAWS","MISDEMEANOR","BROOKLYN","STREET",40.66218327,-73.95370282
"173802","PETIT LARCENY","MISDEMEANOR","MANHATTAN","STREET",40.78480452,-73.97913322
"259239","HARRASSMENT 2","VIOLATION","BRONX","STREET",40.83329562,-73.91407902
"143727","GRAND LARCENY","FELONY","BROOKLYN","STREET",40.69224167,-73.987301
"154093","CRIMINAL MISCHIEF & RELATED OF","MISDEMEANOR","BRONX","STREET",40.8799567,-73.82337821
"94015","ROBBERY","FELONY","BRONX","STREET",40.87004128,-73.9031122
"310389","CRIMINAL MISCHIEF & RELATED OF","MISDEMEANOR","QUEENS","STREET",40.75477297,-73.88427625
"288725","ASSAULT 3 & RELATED OFFENSES","MISDEMEANOR","BROOKLYN","STREET",40.68524446,-73.92652901
"10581","HARRASSMENT 2","VIOLATION","MANHATTAN","STREET",40.78459652,-73.94682896
"193909","FELONY ASSAULT","FELONY","BROOKLYN","STREET",40.66902258,-73.95915931
"110725","PETIT LARCENY","MISDEMEANOR","BROOKLYN","STREET",40.70347306,-73.95412858
"252904","HARRASSMENT 2","VIOLATION","BROOKLYN","STREET",40.64967749,-73.9523637
"25178","ROBBERY","FELONY","BRONX","STREET",40.86760625,-73.86922724
"30172","BURGLARY","FELONY","STATEN ISLAND","STREET",40.57414013,-74.10600777
"109770","DANGEROUS WEAPONS","MISDEMEANOR","BRONX","STREET",40.85931407,-73.89883309
"283533","GRAND LARCENY","FELONY","QUEENS","STREET",40.7528161,-73.8310711
"168873","CRIMINAL MISCHIEF & RELATED OF","FELONY","BRONX","STREET",40.88319858,-73.89292734
"99630","FELONY ASSAULT","FELONY","STATEN ISLAND","STREET",40.63796106,-74.14478487
"301385","CRIMINAL MISCHIEF & RELATED OF","MISDEMEANOR","QUEENS","STREET",40.79406675,-73.79854548
"217494","INTOXICATED & IMPAIRED DRIVING","MISDEMEANOR","MANHATTAN","STREET",40.7608657,-73.96107031
"86172","DANGEROUS DRUGS","FELONY","BROOKLYN","STREET",40.64199518,-74.01723611
"162267","CRIMINAL MISCHIEF & RELATED OF","MISDEMEANOR","BROOKLYN","STREET",40.59753029,-73.98882419
"106258","INTOXICATED & IMPAIRED DRIVING","MISDEMEANOR","MANHATTAN","STREET",40.80708541,-73.94383088
"66858","HARRASSMENT 2","VIOLATION","STATEN ISLAND","STREET",40.64501452,-74.07720963
"60746","HARRASSMENT 2","VIOLATION","MANHATTAN","STREET",40.82478961,-73.95152654
"211513","PETIT LARCENY","MISDEMEANOR","QUEENS","STREET",40.7687999,-73.82996916
"127579","ASSAULT 3 & RELATED OFFENSES","MISDEMEANOR","BROOKLYN","STREET",40.70041667,-73.95058191
"53041","ROBBERY","FELONY","BROOKLYN","STREET",40.6504088,-74.01003434
"101445","FELONY ASSAULT","FELONY","MANHATTAN","STREET",40.81911859,-73.93903724
"2951","POSSESSION OF STOLEN PROPERTY","FELONY","MANHATTAN","STREET",40.81159538,-73.95757625
"260517","HARRASSMENT 2","VIOLATION","BRONX","STREET",40.82466407,-73.89193034
"123842","HARRASSMENT 2","VIOLATION","QUEENS","STREET",40.70546784,-73.79489629
"12838","DANGEROUS DRUGS","MISDEMEANOR","BRONX","STREET",40.85527369,-73.85937926
"181028","CRIMINAL MISCHIEF & RELATED OF","MISDEMEANOR","QUEENS","STREET",40.6953968,-73.79158431
"258138","ASSAULT 3 & RELATED OFFENSES","MISDEMEANOR","QUEENS","STREET",40.7680227,-73.92100805
"11622","GRAND LARCENY OF MOTOR VEHICLE","FELONY","BRONX","STREET",40.82445534,-73.91467939
"253526","PETIT LARCENY","MISDEMEANOR","BROOKLYN","STREET",40.67966299,-73.9952568
"319720","PETIT LARCENY","MISDEMEANOR","MANHATTAN","STREET",40.7392519,-73.99918591
"130200","","MISDEMEANOR","BROOKLYN","STREET",40.696082,-73.94315987
"287574","DANGEROUS WEAPONS","FELONY","BRONX","STREET",40.85888673,-73.89979174
"196628","GRAND LARCENY OF MOTOR VEHICLE","FELONY","QUEENS","STREET",40.68151257,-73.84470369
"64062","PETIT LARCENY","MISDEMEANOR","BROOKLYN","STREET",40.73288131,-73.95639596
"16351","ROBBERY","FELONY","BROOKLYN","STREET",40.65232696,-73.92751668
"37234","HARRASSMENT 2","VIOLATION","BROOKLYN","STREET",40.66779425,-73.88441274
"187283","GAMBLING","MISDEMEANOR","BRONX","STREET",40.84589001,-73.90565936
"111062","CRIMINAL MISCHIEF & RELATED OF","MISDEMEANOR","QUEENS","STREET",40.69648961,-73.89756553
"195622","ASSAULT 3 & RELATED OFFENSES","MISDEMEANOR","MANHATTAN","STREET",40.81066435,-73.94346301
"182742","FORGERY","FELONY","BRONX","STREET",40.88151637,-73.85110751
"110621","CRIMINAL MISCHIEF & RELATED OF","MISDEMEANOR","QUEENS","STREET",40.74798427,-73.88067177
"68434","OFF. AGNST PUB ORD SENSBLTY &","MISDEMEANOR","QUEENS","STREET",40.70237962,-73.90695163
"304233","ASSAULT 3 & RELATED OFFENSES","MISDEMEANOR","BRONX","STREET",40.86550599,-73.8639926
"303165","PETIT LARCENY","MISDEMEANOR","BRONX","STREET",40.8656647,-73.88638632
"236511","OFF. AGNST PUB ORD SENSBLTY &","MISDEMEANOR","BROOKLYN","STREET",40.64017692,-73.95712673
"103759","DANGEROUS WEAPONS","MISDEMEANOR","BRONX","STREET",40.80683077,-73.91747979
"180570","PETIT LARCENY","MISDEMEANOR","BROOKLYN","STREET",40.68243923,-73.95969192
"82766","ASSAULT 3 & RELATED OFFENSES","MISDEMEANOR","BRONX","STREET",40.85286546,-73.88849389
"309696","GRAND LARCENY","FELONY","MANHATTAN","STREET",40.74477149,-73.99516195
"129863","ASSAULT 3 & RELATED OFFENSES","MISDEMEANOR","BRONX","STREET",40.87573905,-73.8795602
"284001","ASSAULT 3 & RELATED OFFENSES","MISDEMEANOR","STATEN ISLAND","STREET",40.62523439,-74.07484158
"239235","DANGEROUS DRUGS","MISDEMEANOR","BRONX","STREET",40.85083246,-73.90145937
"24770","CRIMINAL MISCHIEF & RELATED OF","FELONY","BROOKLYN","STREET",40.65147572,-73.93617761
"260780","GRAND LARCENY","FELONY","BROOKLYN","STREET",40.64571291,-74.00074016
"303636","ROBBERY","FELONY","QUEENS","STREET",40.75366542,-73.86297211
"161204","PETIT LARCENY","MISDEMEANOR","QUEENS","STREET",40.70458841,-73.9094516
"3143","INTOXICATED & IMPAIRED DRIVING","MISDEMEANOR","MANHATTAN","STREET",40.84652783,-73.94006391
"288540","PETIT LARCENY","MISDEMEANOR","BRONX","STREET",40.86432489,-73.87038337
"125141","PETIT LARCENY","MISDEMEANOR","BROOKLYN","STREET",40.66414363,-73.89285724
"3626","HARRASSMENT 2","VIOLATION","BRONX","STREET",40.88377378,-73.89166428
"108793","GRAND LARCENY","FELONY","MANHATTAN","STREET",40.77461997,-73.94808616
"111981","ASSAULT 3 & RELATED OFFENSES","MISDEMEANOR","QUEENS","STREET",40.76010713,-73.92139645
"71327","HARRASSMENT 2","VIOLATION","QUEENS","STREET",40.58711893,-73.81489256
"169802","CRIMINAL MISCHIEF & RELATED OF","MISDEMEANOR","BROOKLYN","STREET",40.70760174,-73.95554324
"92845","PETIT LARCENY","MISDEMEANOR","STATEN ISLAND","STREET",40.6307638,-74.08088232
"288625","ROBBERY","FELONY","BROOKLYN","STREET",40.6627675,-73.90752953
"215944","VEHICLE AND TRAFFIC LAWS","MISDEMEANOR","BROOKLYN","STREET",40.69796772,-73.97377612
"166238","GRAND LARCENY OF MOTOR VEHICLE","FELONY","BROOKLYN","STREET",40.65240935,-73.95433668
"316589","CRIMINAL MISCHIEF & RELATED OF","MISDEMEANOR","MANHATTAN","STREET",40.76068323,-73.9764443
"120280","PETIT LARCENY","MISDEMEANOR","BRONX","STREET",NA,NA
"69507","PETIT LARCENY","MISDEMEANOR","STATEN ISLAND","STREET",40.64501452,-74.07720963
"313242","HARRASSMENT 2","VIOLATION","BROOKLYN","STREET",40.66986457,-73.95050361
"22398","ROBBERY","FELONY","QUEENS","STREET",40.7617948,-73.92498621
"61385","PETIT LARCENY","MISDEMEANOR","MANHATTAN","STREET",40.71366468,-74.01171039
"308817","CRIMINAL MISCHIEF & RELATED OF","MISDEMEANOR","BROOKLYN","STREET",40.66350056,-73.92687376
"78892","GRAND LARCENY OF MOTOR VEHICLE","FELONY","BROOKLYN","STREET",40.68899304,-73.87476276
"103192","ROBBERY","FELONY","BROOKLYN","STREET",40.70937746,-73.94859866
"220346","INTOXICATED & IMPAIRED DRIVING","MISDEMEANOR","QUEENS","STREET",40.76441977,-73.90412501
"124446","DANGEROUS WEAPONS","MISDEMEANOR","MANHATTAN","STREET",40.75691625,-73.98596397
"239214","ROBBERY","FELONY","BRONX","STREET",40.84215256,-73.88537475
"224920","ASSAULT 3 & RELATED OFFENSES","MISDEMEANOR","BROOKLYN","STREET",40.64182038,-73.96310717
"103021","GRAND LARCENY","FELONY","MANHATTAN","STREET",40.71787563,-73.99512061
"142714","DANGEROUS DRUGS","MISDEMEANOR","BRONX","STREET",40.82445534,-73.91467939
"299422","FELONY ASSAULT","FELONY","BROOKLYN","STREET",40.67111083,-73.91356336
"283745","DANGEROUS DRUGS","MISDEMEANOR","BRONX","STREET",40.83251373,-73.91454619
"152247","ASSAULT 3 & RELATED OFFENSES","MISDEMEANOR","QUEENS","STREET",40.76720023,-73.86569516
"96103","DANGEROUS DRUGS","MISDEMEANOR","BRONX","STREET",40.83159199,-73.8591077
"61885","PETIT LARCENY","MISDEMEANOR","BRONX","STREET",40.81897819,-73.92873698
"115287","CRIMINAL MISCHIEF & RELATED OF","MISDEMEANOR","MANHATTAN","STREET",40.75542866,-73.98652375
"201839","ROBBERY","FELONY","BROOKLYN","STREET",40.60998226,-73.93533489
"97423","HARRASSMENT 2","VIOLATION","MANHATTAN","STREET",40.83023805,-73.94575541
"249111","PETIT LARCENY","MISDEMEANOR","BROOKLYN","STREET",40.68406075,-73.97745929
"189045","GAMBLING","MISDEMEANOR","MANHATTAN","STREET",40.7990088,-73.95240854
"221597","GRAND LARCENY OF MOTOR VEHICLE","FELONY","BRONX","STREET",40.83836422,-73.9205017
"275839","HARRASSMENT 2","VIOLATION","QUEENS","STREET",40.76956124,-73.91536345
"251344","PETIT LARCENY","MISDEMEANOR","QUEENS","STREET",40.67995746,-73.84972599
"184530","ASSAULT 3 & RELATED OFFENSES","MISDEMEANOR","QUEENS","STREET",40.74723661,-73.88778647
"156259","ASSAULT 3 & RELATED OFFENSES","MISDEMEANOR","BROOKLYN","STREET",40.66471735,-73.92823134
"30052","PETIT LARCENY","MISDEMEANOR","MANHATTAN","STREET",40.80599012,-73.93817511
"112394","GRAND LARCENY","FELONY","MANHATTAN","STREET",40.73734525,-73.97970378
"159478","DANGEROUS DRUGS","MISDEMEANOR","BRONX","STREET",40.84658605,-73.89187665
"48218","GRAND LARCENY","FELONY","BROOKLYN","STREET",40.64311887,-74.00701722
"246744","OFFENSES AGAINST PUBLIC ADMINI","MISDEMEANOR","BROOKLYN","STREET",40.67010465,-73.90796996
"169292","GRAND LARCENY","FELONY","BROOKLYN","STREET",40.59313863,-73.97257865
"313390","ROBBERY","FELONY","QUEENS","STREET",40.76062358,-73.80584085
"142139","PETIT LARCENY","MISDEMEANOR","QUEENS","STREET",40.73257596,-73.7242864
"135476","CRIMINAL MISCHIEF & RELATED OF","MISDEMEANOR","BROOKLYN","STREET",40.66441036,-73.89638204
"80489","CRIMINAL MISCHIEF & RELATED OF","MISDEMEANOR","BROOKLYN","STREET",40.67785716,-73.91682459
"102914","FELONY ASSAULT","FELONY","BRONX","STREET",40.8613579,-73.89773096
"104044","VEHICLE AND TRAFFIC LAWS","MISDEMEANOR","BRONX","STREET",40.82772414,-73.92222715
"147591","PETIT LARCENY","MISDEMEANOR","BROOKLYN","STREET",40.64276509,-73.96472095
"244315","DANGEROUS DRUGS","MISDEMEANOR","BRONX","STREET",NA,NA
"60844","PETIT LARCENY","MISDEMEANOR","QUEENS","STREET",40.75296395,-73.8528097
"202208","HARRASSMENT 2","VIOLATION","BROOKLYN","STREET",40.64381829,-73.98711563
"64009","DANGEROUS WEAPONS","FELONY","BROOKLYN","STREET",40.64871525,-74.01025031
"1164","INTOXICATED & IMPAIRED DRIVING","MISDEMEANOR","BROOKLYN","STREET",40.705359,-73.96248772
"254289","DANGEROUS WEAPONS","FELONY","BROOKLYN","STREET",40.65039633,-73.95870943
"187220","ASSAULT 3 & RELATED OFFENSES","MISDEMEANOR","MANHATTAN","STREET",40.79968577,-73.94411163
"161674","PETIT LARCENY","MISDEMEANOR","QUEENS","STREET",40.67228957,-73.82518988
"232284","CRIMINAL MISCHIEF & RELATED OF","MISDEMEANOR","QUEENS","STREET",40.60730247,-73.75140775
"91710","PETIT LARCENY","MISDEMEANOR","STATEN ISLAND","STREET",40.63333512,-74.09252265
"262271","ASSAULT 3 & RELATED OFFENSES","MISDEMEANOR","STATEN ISLAND","STREET",40.54468946,-74.19514296
"52739","CRIMINAL MISCHIEF & RELATED OF","FELONY","BROOKLYN","STREET",40.61883455,-74.03977187
"29084","CRIMINAL MISCHIEF & RELATED OF","FELONY","QUEENS","STREET",40.77618034,-73.77536906
"117821","GRAND LARCENY OF MOTOR VEHICLE","FELONY","BROOKLYN","STREET",40.60298967,-73.97240535
"277377","OFFENSES INVOLVING FRAUD","MISDEMEANOR","QUEENS","STREET",40.70003896,-73.81278302
"303902","OFFENSES AGAINST PUBLIC ADMINI","MISDEMEANOR","QUEENS","STREET",40.70433647,-73.79770578
"211916","CRIMINAL MISCHIEF & RELATED OF","MISDEMEANOR","MANHATTAN","STREET",40.81641012,-73.95894604
"64538","CRIMINAL MISCHIEF & RELATED OF","MISDEMEANOR","BROOKLYN","STREET",40.67563919,-74.00350203
"165940","FORGERY","FELONY","BRONX","STREET",40.83433061,-73.9006924
"238012","HARRASSMENT 2","VIOLATION","QUEENS","STREET",40.70870543,-73.77938372
"146462","GRAND LARCENY","FELONY","BROOKLYN","STREET",40.64412865,-73.98906142
"101066","INTOXICATED & IMPAIRED DRIVING","MISDEMEANOR","QUEENS","STREET",40.7039976,-73.79854717
"82329","GRAND LARCENY OF MOTOR VEHICLE","FELONY","BROOKLYN","STREET",40.7064069,-73.94134406
"49693","DANGEROUS DRUGS","FELONY","MANHATTAN","STREET",40.7230091,-73.97808829
"307158","GRAND LARCENY OF MOTOR VEHICLE","FELONY","BROOKLYN","STREET",40.66647757,-73.88250816
"140946","PETIT LARCENY","MISDEMEANOR","MANHATTAN","STREET",40.78385225,-73.97998932
"286352","GRAND LARCENY","FELONY","BROOKLYN","STREET",40.63109317,-73.94750247
"256937","DANGEROUS DRUGS","MISDEMEANOR","BROOKLYN","STREET",40.63692119,-73.99373935
"296625","PETIT LARCENY","MISDEMEANOR","BROOKLYN","STREET",40.66272157,-73.93221639
"16888","GRAND LARCENY","FELONY","QUEENS","STREET",40.67844449,-73.800564
"281915","DANGEROUS DRUGS","MISDEMEANOR","BRONX","STREET",40.8766173,-73.8995806
"583","PETIT LARCENY","MISDEMEANOR","BROOKLYN","STREET",40.64886313,-74.01351167
"218452","FELONY ASSAULT","FELONY","MANHATTAN","STREET",40.80536404,-73.93766276
"36184","GRAND LARCENY OF MOTOR VEHICLE","FELONY","MANHATTAN","STREET",40.83757727,-73.94547115
"8236","ROBBERY","FELONY","MANHATTAN","STREET",40.71132072,-73.98902515
"44066","INTOXICATED & IMPAIRED DRIVING","MISDEMEANOR","STATEN ISLAND","STREET",40.62579668,-74.15489937
"265952","ARSON","FELONY","QUEENS","STREET",40.72535998,-73.90178921
"282583","GRAND LARCENY","FELONY","BROOKLYN","STREET",40.65348503,-73.91150673
"291239","CRIMINAL MISCHIEF & RELATED OF","MISDEMEANOR","MANHATTAN","STREET",40.82154962,-73.94286483
"254643","DANGEROUS DRUGS","FELONY","BRONX","STREET",40.81693762,-73.88616242
"225048","DANGEROUS DRUGS","MISDEMEANOR","QUEENS","STREET",40.75184957,-73.94805337
"106470","FORGERY","FELONY","BRONX","STREET",40.83850154,-73.8995008
"231842","DANGEROUS DRUGS","MISDEMEANOR","BROOKLYN","STREET",NA,NA
"147875","CRIMINAL MISCHIEF & RELATED OF","FELONY","BROOKLYN","STREET",40.595523,-73.98212342
"44400","DANGEROUS WEAPONS","MISDEMEANOR","BRONX","STREET",40.86118682,-73.90635708
"92851","CRIMINAL MISCHIEF & RELATED OF","MISDEMEANOR","BRONX","STREET",40.86847015,-73.90172971
"85461","ASSAULT 3 & RELATED OFFENSES","MISDEMEANOR","BRONX","STREET",40.88180697,-73.91240345
"248103","ASSAULT 3 & RELATED OFFENSES","MISDEMEANOR","BROOKLYN","STREET",40.65484872,-73.95969778
"61793","PETIT LARCENY","MISDEMEANOR","MANHATTAN","STREET",40.76349298,-73.98894796
"294070","OFFENSES AGAINST PUBLIC ADMINI","MISDEMEANOR","BRONX","STREET",40.86667135,-73.86536411
"221105","CRIMINAL MISCHIEF & RELATED OF","MISDEMEANOR","BROOKLYN","STREET",40.67678362,-73.99326333
"80914","GRAND LARCENY","FELONY","BROOKLYN","STREET",40.68057826,-73.95246421
"144253","HARRASSMENT 2","VIOLATION","BRONX","STREET",40.89994663,-73.86189282
"116206","MISCELLANEOUS PENAL LAW","FELONY","BROOKLYN","STREET",40.68719236,-73.97659285
"26235","GRAND LARCENY","FELONY","QUEENS","STREET",40.75013103,-73.9013629
"311438","POSSESSION OF STOLEN PROPERTY","MISDEMEANOR","BROOKLYN","STREET",40.66520902,-73.87940686
"299887","GRAND LARCENY OF MOTOR VEHICLE","FELONY","BROOKLYN","STREET",40.64612364,-73.90477786
"101013","","MISDEMEANOR","MANHATTAN","STREET",40.71339037,-73.9901286
"128382","INTOXICATED & IMPAIRED DRIVING","MISDEMEANOR","BRONX","STREET",40.83897734,-73.88579583
"10218","CRIMINAL MISCHIEF & RELATED OF","FELONY","STATEN ISLAND","STREET",40.61288688,-74.10774411
"233127","HARRASSMENT 2","VIOLATION","BRONX","STREET",40.88638356,-73.91398148
"231755","GRAND LARCENY","FELONY","BRONX","STREET",40.8759084,-73.8761934
"30212","DANGEROUS DRUGS","FELONY","BROOKLYN","STREET",40.70694675,-73.95125155
"33113","CRIMINAL MISCHIEF & RELATED OF","FELONY","BROOKLYN","STREET",40.67906632,-73.91506729
"241907","ROBBERY","FELONY","QUEENS","STREET",40.71512789,-73.77357278
"224404","ASSAULT 3 & RELATED OFFENSES","MISDEMEANOR","STATEN ISLAND","STREET",40.63544472,-74.12043776
"198983","OFFENSES INVOLVING FRAUD","MISDEMEANOR","MANHATTAN","STREET",40.84758655,-73.9336979
"185643","FRAUDS","MISDEMEANOR","BROOKLYN","STREET",40.65117682,-73.94189355
"284996","DANGEROUS DRUGS","MISDEMEANOR","BRONX","STREET",40.81139312,-73.92231487
"16011","OFF. AGNST PUB ORD SENSBLTY &","MISDEMEANOR","MANHATTAN","STREET",40.8514031,-73.93618821
"248259","DANGEROUS DRUGS","MISDEMEANOR","BRONX","STREET",40.87016769,-73.89097778
"94620","CRIMINAL MISCHIEF & RELATED OF","MISDEMEANOR","QUEENS","STREET",40.71830191,-73.87497104
"183320","PETIT LARCENY","MISDEMEANOR","QUEENS","STREET",40.70437411,-73.81180425
"295667","DANGEROUS WEAPONS","FELONY","BRONX","STREET",40.86270719,-73.90280835
"241918","PETIT LARCENY","MISDEMEANOR","MANHATTAN","STREET",40.78032062,-73.98568101
"9038","GRAND LARCENY OF MOTOR VEHICLE","FELONY","BROOKLYN","STREET",40.71054122,-73.95513369
"230470","HARRASSMENT 2","VIOLATION","BROOKLYN","STREET",40.67904281,-73.93850911
"746","DANGEROUS DRUGS","FELONY","QUEENS","STREET",40.67801692,-73.84973758
"70821","GRAND LARCENY","FELONY","BROOKLYN","STREET",40.67765942,-73.94976957
"52997","ASSAULT 3 & RELATED OFFENSES","MISDEMEANOR","BROOKLYN","STREET",40.70670865,-73.95291447
"132879","GRAND LARCENY OF MOTOR VEHICLE","FELONY","QUEENS","STREET",40.78557335,-73.81936388
"218062","DANGEROUS DRUGS","MISDEMEANOR","BROOKLYN","STREET",40.6633112,-73.96061541
"309065","INTOXICATED & IMPAIRED DRIVING","MISDEMEANOR","QUEENS","STREET",40.75905086,-73.77422842
"2773","DANGEROUS DRUGS","MISDEMEANOR","QUEENS","STREET",40.74885111,-73.86295314
"87627","OFFENSES AGAINST PUBLIC ADMINI","MISDEMEANOR","QUEENS","STREET",40.6837661,-73.86429477
"294668","ASSAULT 3 & RELATED OFFENSES","MISDEMEANOR","BRONX","STREET",40.8265003,-73.90773921
"64248","DANGEROUS DRUGS","MISDEMEANOR","BRONX","STREET",40.88634359,-73.90501245
"20840","ROBBERY","FELONY","QUEENS","STREET",40.68948271,-73.84419112
"307601","GRAND LARCENY OF MOTOR VEHICLE","FELONY","MANHATTAN","STREET",40.79009352,-73.97861153
"52189","PETIT LARCENY","MISDEMEANOR","BROOKLYN","STREET",40.70405881,-73.95021494
"59422","GRAND LARCENY OF MOTOR VEHICLE","FELONY","BROOKLYN","STREET",40.72793415,-73.94719167
"148988","ASSAULT 3 & RELATED OFFENSES","MISDEMEANOR","MANHATTAN","STREET",40.74529529,-73.98873084
"54910","PETIT LARCENY","MISDEMEANOR","BRONX","STREET",40.86058702,-73.89815874
"177255","CRIMINAL MISCHIEF & RELATED OF","MISDEMEANOR","QUEENS","STREET",40.70324656,-73.80716209
"34226","HARRASSMENT 2","VIOLATION","QUEENS","STREET",40.76134915,-73.81136893
